Code,IsOrange,IsGrey,IsMale
834633bd-6ae6-4141-9d7b-4c3b4e60c1e3,FALSE,TRUE,TRUE
d85c9143-5c5a-45c7-a7a2-b264d7a68a59,FALSE,TRUE,TRUE
52f74a89-5281-4acd-a204-527db199aff6,FALSE,TRUE,TRUE
c7e1fd31-ca7b-43e8-a1c1-dd9cb302a49d,FALSE,TRUE,TRUE
df8198ae-b30d-4e71-b0ab-20b14197316f,FALSE,TRUE,FALSE
91aa0860-74dc-47a8-b8d3-a858d1ed29f1,FALSE,TRUE,TRUE
de0bc4ac-07dd-4fce-8c40-3dfc3d1e23a9,FALSE,TRUE,TRUE
8e09a5d7-e30d-49fc-9370-4e1aa7f184da,FALSE,TRUE,TRUE
d9b6720a-7c15-4fc2-8f0a-9291e565b66f,FALSE,TRUE,TRUE
676990ba-6906-408a-a8b3-c37d28b539d2,FALSE,TRUE,TRUE
97243402-3ec9-4245-9a57-cf8f7d1b6075,FALSE,TRUE,TRUE
9b2b4de5-337f-4567-9a86-e6e244e90e24,FALSE,TRUE,FALSE
c2fb6683-9ea2-4258-9af3-187d7eec5da8,FALSE,TRUE,TRUE
e4f7b4db-1587-478a-bf4c-d8b838be1075,FALSE,TRUE,TRUE
eeb8f05b-7390-4d60-85dd-26103069f144,FALSE,TRUE,FALSE
10cc3c65-4f8d-440e-97c6-6b1229c91a87,FALSE,TRUE,TRUE
1c1163c5-fafa-4f47-8152-0b13514632b6,FALSE,TRUE,TRUE
c35fc271-64bb-4486-90dc-f9e23709fb3f,FALSE,TRUE,TRUE
b7d49eac-1429-4af8-93ff-77394ad17746,FALSE,TRUE,TRUE
62ed2926-bec1-48a3-acfb-d38cc88880ba,FALSE,TRUE,TRUE
43720a19-3fec-48e3-9cbc-1b84d44a8a03,FALSE,TRUE,TRUE
9b6cfd46-f3e8-4012-a85f-18f12d0ff11a,FALSE,TRUE,TRUE
95746a93-4829-47e2-ae39-adcedcb469d7,FALSE,TRUE,TRUE
3e3c2201-95d3-4d3f-b2ce-a9e7d2bd15f5,FALSE,TRUE,TRUE
dffc963e-e73c-4d75-b550-91b2b37342b0,FALSE,TRUE,TRUE
55bb9986-893e-49f7-9903-9fa26b9c5944,FALSE,TRUE,TRUE
861507b4-cab0-4f90-926b-40f88d0d2f4c,FALSE,TRUE,TRUE
d9e3560d-2948-43d7-bc0b-a2265fb526e7,FALSE,TRUE,TRUE
c16efd0e-aa69-4a91-a50f-b6d32c4bcaac,FALSE,TRUE,TRUE
469a102a-ef9c-4c49-8c07-99015c21a26b,FALSE,TRUE,TRUE
9af78704-2444-42b3-a220-856ba68029f5,FALSE,TRUE,FALSE
0f36e91b-e0dc-4dcf-a6c2-ab7360749a43,FALSE,TRUE,TRUE
8faec389-0e79-46a8-8b65-b2f767ad142b,FALSE,TRUE,TRUE
087d4397-774a-4497-93a3-71a04410d30b,FALSE,TRUE,FALSE
8e880f92-8b35-4ba0-af0f-6bae6dcdf741,FALSE,TRUE,TRUE
d7b97995-05c0-4232-895e-b5c64cf227cf,FALSE,TRUE,TRUE
02472321-0018-4699-8d24-0a2ae9b4100a,FALSE,TRUE,FALSE
59da4072-8e0b-4093-8f3e-b8f0db8c085b,FALSE,TRUE,TRUE
83d5785e-cad9-457a-a309-5dbf7fc2335d,FALSE,TRUE,TRUE
77d0f6b0-82d8-4cba-9c0a-49be70becc16,FALSE,TRUE,TRUE
f308a629-dbfe-47fd-a775-385fff80a8df,FALSE,TRUE,FALSE
deb9f49a-7bbc-41f3-8241-b51115997f8f,FALSE,TRUE,TRUE
eaefac1f-deda-48ec-ae94-a2abf0e6d3cb,FALSE,TRUE,TRUE
b966d3b1-ed76-4f27-817c-63786ebaad65,FALSE,TRUE,TRUE
e32c07eb-77c1-4552-9bab-ce7e7fe849ea,FALSE,TRUE,TRUE
2b79bc71-c85e-49ea-b7c8-29e98665cddd,FALSE,TRUE,TRUE
0199bac9-a05e-4b0f-9ea5-6e58df5f633c,FALSE,TRUE,TRUE
e59a3597-f3fb-47a6-9cae-4365ce310cf4,FALSE,TRUE,TRUE
383dbeec-0965-40c8-a85e-f6dde094fc97,FALSE,TRUE,TRUE
31bbb907-14ff-44c6-8a69-7c64e7b963f0,FALSE,TRUE,TRUE
8f344b00-35a3-4fd3-a4a4-bf7ea97aea88,FALSE,TRUE,FALSE
158afa00-b667-4117-8939-8f33f04e3d29,FALSE,TRUE,FALSE
2e0d4fbb-d1ee-4f7f-914f-bf94dda014dc,FALSE,TRUE,TRUE
35dc357e-52b7-4195-b0b8-ee6e58ca2d46,FALSE,TRUE,TRUE
a3879d63-287c-4bae-97a0-e4d661f67468,FALSE,TRUE,TRUE
05616b5c-75b9-49ae-b53f-39bb6e297329,FALSE,TRUE,TRUE
c9bfe0ed-843d-430d-98ea-12d156fdb7f0,FALSE,TRUE,TRUE
afc9c7c2-2170-4e4a-80a5-a7e17db04b08,FALSE,TRUE,TRUE
e945e57e-95db-4164-afc2-3c82b66bab2f,FALSE,TRUE,TRUE
189c7030-64c0-4036-bca8-4034cd13daf8,FALSE,TRUE,TRUE
d57d3d03-acae-43d3-8d7b-3cdadfe2a189,FALSE,TRUE,TRUE
21a072a0-b1d2-4d84-9358-7d8a09caeb35,FALSE,TRUE,TRUE
0a4f9e66-1f2f-4f69-be61-250b2bde0bcd,FALSE,TRUE,TRUE
02245fad-023f-417b-b7b5-336db7b49748,FALSE,TRUE,FALSE
60ac6969-2d4b-4e15-b7c3-45f66318e27d,FALSE,TRUE,TRUE
40fcf6d5-b913-4421-903b-012a77321ef5,FALSE,TRUE,TRUE
68edd28c-d18f-4562-8862-c3d0e2997945,FALSE,TRUE,TRUE
5b61a3a0-3905-47d8-b906-79a66c9580c4,FALSE,TRUE,TRUE
6bad0e65-f499-407c-86a6-7ca6b492e916,FALSE,TRUE,TRUE
9d5a0184-7e28-45e7-a193-7d85bf8e22db,FALSE,TRUE,FALSE
923c157c-e5c6-4b76-9b75-c13737c3b2f3,FALSE,TRUE,TRUE
a837521d-5b1a-43f0-af49-5db69907c28a,FALSE,TRUE,TRUE
67c0d00e-bbe3-4349-9e39-928c2b24d278,FALSE,TRUE,TRUE
a8c56296-3ac6-4ed1-ae0e-f8a56d31f50d,FALSE,TRUE,TRUE
9d8b95fa-ca36-431d-afdb-03a512140732,FALSE,TRUE,TRUE
c6272912-09de-4c14-b245-cb78c065132e,FALSE,TRUE,TRUE
0bfb9f78-65a1-4717-b95a-958b8fc34f40,FALSE,TRUE,TRUE
b47ae095-a636-4e4d-a2fe-437577553692,FALSE,TRUE,FALSE
d7fa0307-46f7-407f-992e-e0fd85c239ee,FALSE,TRUE,TRUE
c427e2cf-b879-4d5f-b549-94de2f8841f3,FALSE,TRUE,TRUE
c4095dce-b0fd-4ed8-80d8-0ac7ebf720a6,FALSE,TRUE,TRUE
4f90c459-969b-455e-a969-c81d94060ff9,FALSE,TRUE,TRUE
58ba796d-3556-45f9-a828-2e0daed9c814,FALSE,TRUE,TRUE
2f217575-b94e-4d11-84eb-04ce4e82e6df,FALSE,TRUE,TRUE
ffe62838-2563-47e3-a60d-ee8bb2a456ab,FALSE,TRUE,FALSE
d106b7db-b2e1-45e2-b554-50268b8bd88d,FALSE,TRUE,FALSE
8885000f-f0ee-43d2-ae43-03feb50a34aa,FALSE,TRUE,FALSE
16046457-e502-4206-81dc-00f927a98ea6,FALSE,TRUE,TRUE
c10ff396-0de1-4024-9966-bf168010ce02,FALSE,TRUE,TRUE
9ff2735d-e713-4a23-918e-c4e3047d7d26,FALSE,TRUE,TRUE
597957b0-f035-451c-bf75-95a4a202156e,FALSE,TRUE,TRUE
4dee6127-1c21-43f6-a6b1-cc65c2a8c459,FALSE,TRUE,TRUE
8c3685bd-22e5-4041-be6a-de015e604f32,FALSE,TRUE,TRUE
10561da2-b4fa-4841-9682-9778f4fcdd32,FALSE,TRUE,TRUE
b8179ba6-3b65-4c52-adc4-ccdf06ff6f1e,FALSE,TRUE,TRUE
53eedb13-25b6-4d37-b63b-dd83fa392a49,FALSE,TRUE,FALSE
1e34bda4-e765-4f2a-b586-e1baeea14c3e,FALSE,TRUE,TRUE
ee61de34-d93d-41a4-b854-c4757993063a,FALSE,TRUE,TRUE
d45af8ca-5845-477b-b1b7-0f79c9420275,FALSE,TRUE,TRUE
3af90664-bed4-4d47-954e-16b2a0011998,FALSE,TRUE,FALSE
9e355be0-a485-4436-aafe-b5f0e4bc2fd6,FALSE,TRUE,TRUE
269fd8a2-8d69-4565-a596-78778bf84901,FALSE,TRUE,FALSE
1cef789f-7c6a-4490-883e-361330d739a5,FALSE,TRUE,TRUE
9b30a2c9-9165-4ad7-a75f-fc509c1ea817,FALSE,TRUE,TRUE
7db5455e-409c-4513-bfbf-afa5e8fc155f,FALSE,TRUE,TRUE
dc1501a9-2b1a-4711-9703-0238f121a65b,FALSE,TRUE,TRUE
1c815bb6-3398-45a8-935c-877cf19b6d70,FALSE,TRUE,TRUE
130de33c-10ed-4e0f-838e-a6cf249ae1f6,FALSE,TRUE,TRUE
f18b4bbb-d444-4699-8ab0-e193967dcbbd,FALSE,TRUE,TRUE
